chname,ename,gbcode,a100009_10,a100010_10,a100003_10,a100004_10,a100011_10,a100007_10,a100008_10,a100006_10,a100005_10,a100002_10,a100001_10
ü�,BeiJingJingJiJiShuKaiFaQu,110115403,66534,2772,30074,11796,4326,14572,3806,13832,28404,43038,73112
Ȫӽֵ,QuanHeJieDao,110116001,43913,3274,27518,18485,26440,26096,7284,24506,50602,26953,54471
ɽֵ,LongShanJieDao,110116002,35464,3239,22180,15504,22925,21410,5500,20425,41835,22023,44203
´,HuaiRouDiQuBanShiChu,110116003,55315,3213,30301,26584,22553,29053,7957,31810,60863,36184,66485
ܵ´,YanQiDiQuBanShiChu,110116004,21723,1660,11190,10330,10023,10502,2550,11754,22256,14743,25933
ǵ´,MiaoChengDiQuBanShiChu,110116005,27996,2372,15401,12320,16310,14858,3659,16211,31069,18626,34027
,BeiFangZhen,110116102,19562,2078,11365,8877,13769,11069,2901,11933,23002,13176,24541
,YangSongZhen,110116103,19620,2087,11308,8420,13209,10343,2935,11191,21534,13334,24642
,QiaoZiZhen,110116105,17089,2755,10534,8074,15701,10239,2070,10607,20846,11380,21914
,HuaiBeiZhen,110116106,9847,1447,5828,4142,8357,5430,1181,5638,11068,6647,12475
ӿ,TangHeKouZhen,110116107,4630,1071,2989,2444,5252,2876,671,3046,5922,3383,6372
,BoHaiZhen,110116108,10170,2331,6869,5270,12113,6664,1515,6814,13478,7147,14016
Ŷɺ,JiuDuHeZhen,110116109,10930,2503,7442,5355,14161,7405,1773,7686,15091,7764,15206
,LiuLiMiaoZhen,110116110,4330,1050,2662,2130,5051,2622,558,2820,5442,3276,5938
ɽ,BaoShanZhen,110116111,5986,1367,3878,2588,7268,3787,891,4065,7852,4366,8244
Ӫ,ChangShaoYingManZuXiang,110116211,4665,1170,3181,2505,5747,3068,735,3170,6238,3389,6570
ȹ,LaBaGouMenManZuXiang,110116213,3493,891,2297,1877,4115,2212,511,2277,4489,2598,4895
ܾÿ,YanQiJingJiKaiFaQu,110116400,2773,48,990,739,23,564,134,761,1325,1965,2955
ӽֵ,BinHeJieDao,110117001,35328,3549,22879,16223,28041,22153,6020,21006,43159,22018,44897
˹Ƚֵ,XingGuJieDao,110117002,43671,2960,25649,18658,26573,23842,6369,25006,48848,27351,53000
´,YuYangDiQuBanShiChu,110117003,44831,4363,27449,19389,35183,26681,6821,27232,53913,28566,56015
ڵ´,YuKouDiQuBanShiChu,110117004,20622,3293,12903,8991,22024,12535,2578,12796,25331,13590,26493
�´,MaFangDiQuBanShiChu,110117005,14197,2124,8510,5158,15245,8153,1628,8331,16484,9439,17949
𺣺´,JinHaiHuDiQuBanShiChu,110117006,20723,3474,13103,8526,24584,12905,2638,13255,26160,13732,26835
ߴ,DongGaoCunZhen,110117101,21861,3481,13547,8837,24674,13336,2603,13889,27225,14398,27945
ɽׯ,ShanDongZhuangZhen,110117102,12937,1971,7970,5324,13785,7747,1531,8131,15878,8469,16439
϶ֺ,NanDuLeHeZhen,110117104,15999,2500,9984,6559,18221,9790,1950,10205,19995,10465,20449
ɽ,DaHuaShanZhen,110117105,12590,2308,7980,5599,14898,7884,1498,8266,16150,8416,16396
ĸׯ,XiaGeZhuangZhen,110117106,16513,2452,9981,6293,17446,9416,1993,9755,19171,10977,20958
Ӫ,MaChangYingZhen,110117108,13205,1720,7958,4590,13437,7177,1378,7447,14624,8345,16303
ׯ,WangXinZhuangZhen,110117110,23110,3632,14386,9375,24865,14067,2944,14579,28646,15300,29686
ׯ,DaXingZhuangZhen,110117111,13514,2165,8458,5376,15033,8121,1618,8395,16516,8839,17297
ҵ,LiuJiaDianZhen,110117112,5765,1163,3691,2751,6718,3663,581,3669,7332,3818,7509
Ӫ,ZhenLuoYingZhen,110117114,6693,1324,4307,3038,8210,4294,858,4448,8742,4568,8875
,HuangSongYuXiang,110117213,4284,720,2610,1834,4726,2537,494,2656,5193,2888,5498
ܶկ,XiongErZhaiXiang,110117214,2566,521,1670,1174,3118,1669,327,1722,3391,1744,3414
¥ֵ,GuLouJieDao,110228001,83144,7447,52488,37908,62289,51231,13888,49713,100944,51991,104479
԰ֵ,GuoYuanJieDao,110228002,43076,3153,26519,18900,23671,25002,6611,24524,49526,26321,52840
̴Ӫ´,TanYingDiQuBanShiChu,110228003,6119,451,3738,2969,3133,3723,1001,3765,7488,3833,7571
,MiYunZhen,110228100,15308,1064,8857,7712,7920,8675,2350,9259,17934,9865,18722
Ϫׯ,XiWengZhuangZhen,110228101,15127,2535,9650,8941,16155,9335,2149,9388,18723,10161,19811
ׯ,XiTianGeZhuangZhen,110228102,27656,4662,17800,14019,32129,17550,3738,17978,35528,18256,36056
ʮﱤ,ShiLiPuZhen,110228103,20581,2043,11871,10635,15326,11582,2462,12317,23899,13215,25086
կ,HeNanZhaiZhen,110228104,19079,2595,11821,8432,18829,11286,2393,11588,22874,12246,24067
޸ׯ,JuGeZhuangZhen,110228105,17742,2906,11184,8059,19249,10928,2369,11144,22072,11833,23017
¼,MuJiaYuZhen,110228106,26081,3395,16207,12876,25697,15705,3669,15776,31481,16938,33145
̫ʦ,TaiShiTunZhen,110228107,20441,3568,13580,11246,22726,13210,3302,13317,26527,13731,27311
,GaoLingZhen,110228108,10493,2052,7016,6120,13358,6985,1641,7077,14062,7170,14186
,BuLaoTunZhen,110228109,11226,2920,7877,6556,15037,7873,1664,7899,15772,7933,15810
,FengJiaYuZhen,110228110,4818,1187,3144,2490,5940,3117,635,3218,6335,3496,6640
ű,GuBeiKouZhen,110228111,5957,1017,3960,2877,7416,3952,958,3953,7905,3972,7932
,DaChengZiZhen,110228112,8282,1926,5829,4385,11011,5816,1440,5765,11581,5819,11648
,DongShaoQuZhen,110228113,9377,1727,5942,5585,11111,5891,1172,6192,12083,6334,12276
ׯ,BeiZhuangZhen,110228114,5714,1059,3821,3016,6501,3732,996,3868,7600,3948,7769
³,XinChengZiZhen,110228115,5599,1485,3982,3444,7376,3910,909,3915,7825,4011,7993
ʯ,ShiChengZhen,110228116,3994,779,2688,2494,5094,2669,680,2692,5361,2765,5453
ҵ,GongYeKaiFaQu,110228400,5801,14,3218,829,1,478,53,686,1164,2650,5868
,YanQingZhen,110229100,101240,9014,62280,45311,82810,60832,15405,60209,121041,63379,125659
ׯ,KangZhuangZhen,110229101,28187,2899,16622,9216,22562,12754,2401,12924,25678,16865,33487
˴,BaDaLingZhen,110229102,6354,791,3796,2503,6287,3571,949,3646,7217,4298,8094
,YongNingZhen,110229103,18528,3079,11729,8327,22180,11683,2468,12237,23920,12346,24075
,JiuXianZhen,110229104,15329,2517,9594,7040,17620,9578,2086,10302,19880,10338,19932
ɽӪ,ZhangShanYingZhen,110229105,18249,3054,11472,7942,21296,11237,2466,11662,22899,12297,23769
ĺ,SiHaiZhen,110229106,4445,908,2877,2130,5812,2871,648,3095,5966,3124,6001
ǧҵ,QianJiaDianZhen,110229107,7075,1329,4624,3190,9158,4621,1059,4811,9432,4839,9463
Ӫ,ShenJiaYingZhen,110229108,9427,1372,5892,4226,10434,5841,1222,6026,11867,6129,12021
,DaYuShuZhen,110229109,18519,1609,10493,4870,12904,7169,1502,7363,14532,11137,21630
ׯ,JingZhuangZhen,110229110,8014,1532,5079,3790,9597,5013,1100,5368,10381,5567,10646
ׯ,DaZhuangKeXiang,110229207,3853,782,2557,1677,5103,2554,641,2697,5251,2719,5276
,LiuBinBaoXiang,110229209,4360,956,2932,2011,5817,2927,772,3149,6076,3156,6088
Ӫ,XiangYingXiang,110229210,5858,1131,3756,2770,7171,3745,793,3971,7716,4026,7782
Ȫ,ZhenZhuQuanXiang,110229214,2563,537,1681,1167,3340,1673,403,1794,3467,1822,3503
Ȱҵֵ,QuanYeChangJieDao,120101001,47197,6931,28619,18907,32029,23019,5423,22067,45086,30932,59551
С¥ֵ,XiaoBaiLouJieDao,120101002,24395,4756,15059,11052,20633,13635,1831,13014,26649,15923,30982
ݽֵ,TiYuGuanJieDao,120101003,32053,5598,20261,12861,27519,16969,3770,15555,32524,21160,41421
˽ֵ,XinXingJieDao,120101004,47433,8459,32080,19901,42106,26420,4451,24107,50527,28263,60343
Ӫֵ,NanYingMenSheQuJieDao,120101005,36786,7001,23340,16095,29923,21461,3519,19523,40984,23966,47306
нֵ,NanShiJieDao,120101006,27162,3804,15923,11336,22485,15230,2908,14565,29795,17951,33874
ׯֵ,DaiWangZhuangJieDao,120102001,52482,9071,33847,24277,44132,30633,4061,28631,59264,31767,65614
ֱֵ,DaZhiGuJieDao,120102002,71534,11426,44725,33792,59014,43905,5900,42475,86380,44135,88860
ɽŽֵ,ZhongShanMenJieDao,120102003,75845,12505,47890,34908,72905,47351,6412,46045,93396,46872,94762
·ֵ,FuMinLuJieDao,120102004,36394,5451,22462,16033,26881,21708,3574,20880,42588,22957,45419
Žֵ,ErHaoQiaoJieDao,120102005,49190,7388,30048,22274,35931,28589,4969,28600,57189,31499,61547
ֵ,ChunHuaJieDao,120102006,56148,8059,35344,26158,46140,34854,5622,33316,68170,34485,69829
Ƽҿڽֵ,TangJiaKouJieDao,120102007,60883,7062,34119,21344,52052,28436,4900,27181,55617,38726,72845
¥ֵ,XiangYangLouJieDao,120102008,64756,9261,41106,29669,54354,40537,6661,38644,79181,39572,80678
ݵֵ,ChangZhouDaoJieDao,120102009,41526,6417,25679,18977,34333,25320,3504,24662,49982,25768,51447
Ϻ·ֵ,ShangHangLuJieDao,120102010,53317,7129,32304,23590,40389,32053,5718,31411,63464,33860,66164
½ֵ,DongXinJieDao,120102011,71650,13311,44811,33450,78917,43594,5848,43432,87026,45998,90809
³ɽֵ,LuShanDaoJieDao,120102012,34800,3804,20947,14751,17880,20648,4505,20518,41166,22162,43109
ֵ,TianJinTieChangJieDao,120102013,23092,2398,14539,11321,23645,14325,4279,14383,28708,15230,29769
ӪŽֵ,DaYingMenJieDao,120103001,22100,4150,14786,10141,19489,13341,2108,12218,25559,13572,28358
߷ֵ,XiaWaFangJieDao,120103002,39432,6441,25471,17631,35188,23375,3894,21468,44843,24296,49767
԰ֵ,TaoYuanJieDao,120103003,41763,5731,27856,16153,36999,21618,3567,19894,41512,23205,51061
Ҽ½ֵ,GuaJiaSiJieDao,120103004,70629,11157,44771,31876,63802,43343,6404,40142,83485,43419,88190
�ֵ,MaChangJieDao,120103005,43085,7857,27883,17719,34950,24344,4007,22369,46713,27066,54949
Խ·ֵ,YueXiuLuJieDao,120103006,60792,10369,35989,25356,53024,33846,5248,31537,65383,40420,76409
·ֵ,YouYiLuJieDao,120103007,61253,11413,40002,29514,54065,38190,5217,35581,73771,37881,77883
ֵ,TianTaJieDao,120103008,66315,12679,41536,29557,54613,37303,4759,35070,72373,42217,83753
ɽֵ,JianShanJieDao,120103009,75526,9530,47215,29342,49997,37113,6711,36473,73586,44552,91767
ׯֵ,ChenTangZhuangJieDao,120103010,47639,7325,29330,21585,38377,27936,4292,27473,55409,29926,59256
ֵֽ,LiuLinJieDao,120103011,86477,9687,53597,26928,66703,34883,5515,34716,69599,48082,101679
ֵ,DongHaiJieDao,120103012,63075,10624,39988,29129,59771,38472,6314,38571,77043,40025,80013
÷ֵ,MeiJiangJieDao,120103013,21845,2611,14133,8647,12020,12248,3091,11776,24024,13414,27547
ֵ,ChangHongJieDao,120104001,62249,7298,34680,20270,36867,26991,3799,25986,52977,38666,73346
¥ֵ,GuLouJieDao,120104002,23819,1264,11769,7232,8988,9833,3705,9689,19522,17019,28788
Ͻֵ,XingNanJieDao,120104003,35806,4922,21983,15318,28073,20513,3016,19138,39651,21761,43744
㿪ֵ,GuangKaiJieDao,120104004,59167,7357,36577,23461,48095,32794,6775,31074,63868,36722,73299
˽ֵ,WanXingJieDao,120104005,112968,18900,73115,46148,93235,61094,8816,57681,118775,67569,140684
ѧֵ,XueFuJieDao,120104006,88133,11137,48791,21254,73224,27694,4049,26168,53862,54528,103319
·ֵ,XiangYangLuJieDao,120104007,120821,16425,69208,45368,80693,59768,8017,59230,118998,76055,145263
ֵ,JiaLingDaoJieDao,120104008,82126,13767,51500,34039,64235,46346,6512,43892,90238,50905,102405
�ֵ̽,WangDingDiJieDao,120104009,95727,18368,61523,45701,81929,58642,8504,57148,115790,61076,122599
ˮϹ԰ֵ,ShuiShangGongYuanJieDao,120104010,55221,6389,32382,16182,37993,20736,3243,20120,40856,32471,64853
Ľֵ,TiYuZhongXinJieDao,120104011,55199,6292,32771,19861,23958,25864,5457,24773,50637,34177,66948
Էֵ,HuaYuanJieDao,120104012,40257,7304,26704,17554,29964,23764,5387,22684,46448,26244,52948
⸴ֵ,GuangFuDaoJieDao,120105001,46155,4482,17641,12957,24629,16445,2770,16040,32485,35766,53407
¥ֵ,WangHaiLouJieDao,120105002,70525,9707,41822,26475,56353,36629,6169,34509,71138,44579,86401
˳ֵ,HongShunLiJieDao,120105003,78514,11239,44927,28923,59576,37018,4658,35833,72851,49484,94411
¿ӽֵ,XinKaiHeJieDao,120105004,68120,9116,38961,29487,50078,37293,5425,37504,74797,43700,82661
·ֵ,TieDongLuJieDao,120105005,60248,8563,34557,23084,36658,31821,4911,31725,63546,39165,73722
ֵ,JianChangDaoJieDao,120105006,74449,10594,41793,28853,55003,37781,5319,37376,75157,48569,90362
԰ֵ,NingYuanJieDao,120105007,39685,4605,22147,14940,26435,19381,2963,19235,38616,25106,47253
�ֵ,WangChuanChangJieDao,120105008,94082,13037,55037,35029,72411,50008,6990,48081,98089,59072,114109
·ֵ,JiangDouLuJieDao,120105009,48313,8516,29555,19826,37609,26033,3732,25480,51513,31006,60561
ӽֵ,YueYaHeJieDao,120105010,67403,13110,41773,30618,62075,41259,5051,41202,82461,43791,85564
ׯֵ,XiYuZhuangJieDao,120106001,66553,9421,38951,26009,45922,34356,4914,33143,67499,41937,80888
˫ֵ,ShuangHuanCunJieDao,120106002,27888,5096,17586,13507,16896,17506,2364,17464,34970,17762,35348
·ֵ,XianYangBeiLuJieDao,120106003,59811,11139,36262,24418,46216,31423,3849,30052,61475,38537,74799
ֵֹ,DingZiGuJieDao,120106004,82330,11401,46800,28092,63729,36242,4921,34735,70977,51852,98652
ֵ,XiGuJieDao,120106005,70946,8883,42071,30092,43450,40343,7142,39384,79727,44900,86971
ʯֵ,SanTiaoShiJieDao,120106006,15764,2121,9043,6450,10025,8701,1370,8348,17049,10212,19255
۹ׯֵ,ShaoGongZhuangJieDao,120106008,44069,6698,26938,19742,34429,26462,3646,25460,51922,27475,54413
԰ֵ,JieYuanJieDao,120106009,27401,3226,15700,10542,15889,14859,2585,14254,29113,17512,33212
ֵ,LingChengGeJieDao,120106010,31445,5151,19573,14505,25648,19109,2561,18249,37358,19584,39157
ֵͬ,DaHuTongJieDao,120106011,8133,41,4469,150,39,151,65,190,341,3770,8239
Է³С,HeYuanXinChengXiaoQu,120106401,590,2,72,0,0,0,0,0,0,520,592
Źׯֵ,ZhangGuiZhuangJieDao,120110001,36284,4535,23341,17141,20205,22870,5112,21694,44564,22590,45931
ֵ,FengNianCunJieDao,120110002,15522,1723,9124,6621,6710,8682,1830,8662,17344,9951,19075
½ֵ,WanXinJieDao,120110003,80025,8616,47188,37117,22610,45982,10032,48920,94902,51485,98673
覽ֵ,WuXiaJieDao,120110004,46708,2366,18941,12411,23852,17274,5052,17634,34908,35185,54126
ֵ,XinLiJieDao,120110005,114944,6852,59560,37959,69683,51353,14561,53984,105337,76797,136357
ֵ,HuaMingJieDao,120110006,50590,4173,29659,20741,40823,28359,9375,28558,56917,34479,64138
ӽֵ,JinZhongJieDao,120110007,61561,3903,33075,25605,32851,29862,8268,33166,63028,40657,73732
ǽֵ,JunLiangChengJieDao,120110008,41587,3827,24422,16438,39153,23279,6698,23246,46525,27690,52112
ô,MeLiuQiaoXiang,120110200,11322,926,6820,4278,8457,6032,2004,6032,12064,7432,14252
,KaiFaQuXiQu,120110400,7163,7,1346,229,0,152,4,188,340,5828,7174
˰ո۹,BaoShuiQuKongGangGuoJiWuLiuQu,120110401,106,1,46,4,0,4,1,5,9,62,108
˰ո۹�,BaoShuiQuKongGangGuoJiWuLiuJingJiQu,120110402,21383,55,5589,239,507,284,142,333,617,15991,21580
�,DongLiQuKaiFaQu,120110403,5120,10,2065,44,42,49,12,48,97,3077,5142
,DongLiHu,120110404,3249,121,1211,706,309,876,280,915,1791,2439,3650
ۺϱ˰,ZongHeBaoShuiQu,120110405,54,0,8,0,0,0,0,0,0,46,54
³,HangKongXinCheng,120110406,2441,155,1251,915,1524,1098,266,1174,2272,1611,2862
ӪŽֵ,XiYingMenJieDao,120111001,25279,2582,14251,11295,6461,13331,2355,14439,27770,15965,30216
ׯֵ,LiQiZhuangJieDao,120111002,61945,4561,34988,24980,23288,30082,8256,30840,60922,39774,74762
б,ZhongBeiZhen,120111100,78068,6036,43506,28883,34668,37809,8710,38425,76234,49308,92814
,YangLiuQingZhen,120111101,97463,9127,50069,34399,77950,47505,11701,46689,94194,68222,118291
,XinKouZhen,120111102,32893,3647,20598,14008,34946,19466,5734,19537,39003,21676,42274
ż,ZhangJiaWoZhen,120111103,38492,3382,22924,15196,29431,19635,5912,20008,39643,24862,47786
,JingWuZhen,120111104,39287,3009,21978,14926,26321,19930,6880,20612,40542,27198,49176
,DaSiZhen,120111105,97518,5442,59199,29238,34780,36440,10330,36859,73299,54091,113290
ׯ,WangWenZhuangZhen,120111106,30893,2938,20004,12768,32269,19495,7532,20345,39840,21359,41363
΢С,KaiFaQuXiQingWeiDianZiXiaoQu,120111400,11128,1,10346,45,0,45,4,5,50,787,11133
¼ҵ԰,XinJiShuChanYeYuanQu,120111401,16635,247,5730,1386,349,1538,355,1546,3084,11507,17237
У,XiQingGaoXiaoQu,120111402,66433,19,36480,16,39295,23,42,38,61,30014,66494
�,XiQingQuKaiFaQu,120111450,8181,13,5450,72,165,102,30,101,203,2774,8224
ˮ,XianShuiGuZhen,120112100,122542,9777,61961,38778,93550,58189,16283,56473,114662,86641,148602
,GeGuZhen,120112101,56474,4236,30046,16875,47690,26886,8313,26922,53808,38977,69023
Сվ,XiaoZhanZhen,120112102,66656,5655,37834,23549,54609,33873,10271,34095,67968,44748,82582
˫,ShuangGangZhen,120112103,89934,4884,43008,22860,41711,31734,8367,31859,63593,60177,103185
ׯ,XinZhuangZhen,120112104,32852,1998,16072,8721,19182,12720,3816,12801,25521,22594,38666
˫ź,ShuangQiaoHeZhen,120112106,30386,2236,16309,10253,23198,14836,4571,14877,29713,20884,37193
̨,BaLiTaiZhen,120112107,45882,3472,26806,15979,42227,24775,9823,24761,49536,32371,59177
բ,BeiZhaKouZhen,120112108,37438,2670,21532,11489,27468,17291,5633,17065,34356,24209,45741
·ʮ˾,TieLuShiBaJu,120112401,3113,185,1872,1242,1285,1813,462,1507,3320,1888,3760
Ͽ,JinNanKaiFaQuDongQu,120112404,1904,0,364,5,6,4,4,5,9,1544,1908
Ͽ,JinNanKaiFaQuXiQu,120112405,2021,40,857,262,35,365,86,376,741,1290,2147
̩ϣ΢ӹҵ,TaiDaJinNanWeiDianZiGongYeQu,120112406,650,0,227,0,0,0,0,0,0,423,650
˫ũ,ShuangLinNongChang,120112500,218,0,77,35,0,53,29,66,119,170,247
Ϲũҵ԰,JinNanGuoJiaNongYeYuanQu,120112501,181,0,92,0,0,0,1,0,0,90,182
԰´ֵ,GuoYuanXinCunJieDao,120113001,30954,4281,19882,15078,23775,19505,4372,18935,38440,19725,39607
ֵ,JiXianLiJieDao,120113002,13516,2377,8867,6935,9398,8832,1579,8534,17366,8605,17472
նֵ,PuDongJieDao,120113003,47447,5549,28242,20135,6757,27068,4625,27128,54196,29379,57621
𾰽ֵ,RuiJingJieDao,120113004,61030,6269,35658,26822,5141,34213,5543,34740,68953,37184,72842
,TianMuZhen,120113100,96889,9873,58983,35842,45640,48680,9322,48451,97131,57101,116084
,BeiCangZhen,120113101,37811,3796,22467,14798,26924,20862,5314,20719,41581,24454,46921
˫,ShuangJieZhen,120113102,47705,2393,23337,12520,20364,16826,4466,16978,33804,31227,54564
˫,ShuangKouZhen,120113103,54898,3742,28505,11957,44252,19258,5359,19171,38429,35494,63999
,QingGuangZhen,120113104,35437,2706,20134,13215,23407,18313,5137,18828,37141,23146,43280
˲,YiXingBuZhen,120113106,35093,3229,19692,12798,19668,16508,3663,16758,33266,22293,41985
С,XiaoDianZhen,120113107,29285,1562,17098,8028,20332,11523,3665,11600,23123,17414,34512
ׯ,DaZhangZhuangZhen,120113108,23487,2649,14456,9152,25071,13659,3764,13470,27129,15444,29900
ͷ,XiDiTouZhen,120113111,36031,3023,21547,12136,36538,18416,6353,19083,37499,23860,45407
Ƽ԰,KeJiYuanQuBeiQu,120113400,1552,6,432,2,3,1,13,2,3,1139,1571
Ƽ԰,KeJiYuanQuNanQu,120113401,1841,3,610,0,77,0,15,0,0,1249,1859
ҽҩҽеҵ԰,TianJinYiYaoYiLiaoQiXieGongYeYuan,120113402,0,0,0,0,0,0,0,0,0,0,0
½·װҵ԰,TianJinLuLuGangWuLiuZhuangBeiChanYeYuan,120113403,0,0,0,0,0,0,0,0,0,0,0
ҵ԰,TianJinFengDianChanYeYuan,120113404,0,0,0,0,0,0,0,0,0,0,0
ũ,HongQiNongChang,120113500,1191,96,648,465,357,520,126,594,1114,765,1413
ũ,ShuGuangNongChang,120113501,61,15,37,33,63,37,8,47,84,47,84
ֵ,YangCunJieDao,120114001,37608,2334,19839,12264,23867,18690,6005,18090,36780,26108,45947
ׯֵ,XiaZhuZhuangJieDao,120114002,19820,1383,12159,6562,11573,10274,3092,10032,20306,12136,24295
ݽֵ,DongPuWaJieDao,120114003,36775,2086,17454,10124,23897,17293,5947,16845,34138,27354,44808
ׯֵ,HuangZhuangJieDao,120114004,13156,1479,8091,4347,13565,7252,2246,7249,14501,8790,16881
ͽֵ,XuGuanTunJieDao,120114005,14573,835,5735,3357,8102,5212,1573,5118,10330,11246,16981
˺ֵ,YunHeXiJieDao,120114006,55004,4324,33474,18387,47442,29704,9333,28312,58016,35187,68661
÷,MeiChangZhen,120114101,27396,3168,16961,10199,29717,15980,4469,16089,32069,18072,35033
,DaJianChangZhen,120114102,16951,2073,11167,5919,19256,10348,3299,10530,20878,11156,22323
޻ƿ,CuiHuangKouZhen,120114103,37804,5881,25605,14038,50116,25423,7856,25583,51006,25936,51541
,DaLiangZhen,120114104,29161,4279,19405,11534,38049,19384,5939,19908,39292,19974,39379
,XiaWuQiZhen,120114105,18178,2602,11720,6718,23751,11687,3109,12130,23817,12169,23889
ϲ̴,NanCaiCunZhen,120114106,35621,4562,23125,13797,39155,22704,6908,23137,45841,23966,47091
ׯ,DaMengZhuangZhen,120114107,16932,2221,10668,6260,20979,10642,3009,10664,21306,11494,22162
,SiCunDianZhen,120114108,13178,1654,8098,5490,15684,8046,2415,8077,16123,9149,17247
,HeXiWuZhen,120114109,35785,4201,21836,12537,38655,20068,5828,20351,40419,23978,45814
ǹ,ChengGuanZhen,120114110,20875,2612,13281,7985,23949,12312,3563,12481,24793,13769,27050
Ȧ,DongMaQuanZhen,120114111,12386,1436,7593,4569,14159,7335,2028,7374,14709,8257,15850
ƻ,HuangHuaDianZhen,120114112,18373,2310,11734,6333,21546,11040,3417,11193,22233,12366,24100
ʯׯ,ShiGeZhuangZhen,120114113,17625,1981,11227,6727,20692,10937,3703,11106,22043,12082,23309
,WangQingTuoZhen,120114114,34644,3117,21831,11697,38452,20665,7255,20783,41448,23185,45016
,ChaGuGangZhen,120114115,35073,2756,21275,9780,35358,17907,7014,17860,35767,23568,44843
ӱ,HeBeiTunZhen,120114116,22788,3197,14893,8150,29633,14574,4433,15287,29861,15525,30418
̨,ShangMaTaiZhen,120114117,17842,1518,8932,5632,15810,8553,2721,11850,20403,13149,22081
ׯ,DaiWangGuZhuangZhen,120114118,19441,2135,11749,6271,20855,10832,3485,10966,21798,13312,25061
¾,ChenJuZhen,120114119,22851,2718,14951,9248,28140,14812,4624,15098,29910,15242,30193
ׯ,DouZhangZhuangXiang,120114203,17794,2166,11537,7563,20767,11330,3461,11398,22728,11884,23421
,CaoZiLiXiang,120114206,21408,2311,12760,5929,20357,10290,3414,10369,20659,14373,27133
Ʊ,DaiHuangBaoXiang,120114207,14152,1550,8566,5240,16601,8372,2730,8493,16865,9866,18432
ߴ,GaoCunXiang,120114213,13836,1889,8887,5807,16926,8589,2485,8655,17244,9323,18210
